#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   45   92  29.30    .27   .091   .010  -.014
   45   93  36.94    .61   .093  -.001  -.017
   45   94  43.58   1.14   .111   .020  -.015
   45   95  51.32   1.32   .129   .043  -.008
   45   96  57.73   1.35   .136   .040  -.012
   45   97  65.58   1.36   .143   .041  -.013
   45   98  72.21   1.33   .149   .041  -.013
   45   99  80.26   1.30   .151   .035  -.016
   45  100  87.08   1.21   .156   .030  -.019
   45  101  95.34   1.14   .158   .023  -.021
   45  102 102.43   1.06   .161   .016  -.024
   45  103 110.91    .97   .164   .010  -.026
   45  104 118.31    .96   .157  0.000  -.018
   45  105 126.96    .82   .159  -.007  -.020
   45  106 134.49    .70   .161  -.014  -.021
   45  107 143.40    .61   .157  -.023  -.015
   45  108 151.19    .52   .159  -.030  -.018
   45  109 160.31    .41   .153  -.038  -.012
   45  110 168.34    .35   .151  -.044  -.009
   45  111 177.65    .23   .144  -.053   .000
   45  112 185.86    .14   .137  -.051  -.002
   45  113 195.29   -.06   .126  -.053   .000
   45  114 203.63   -.23   .123  -.055   .003
   45  115 213.37   -.31   .116  -.054   .005
   45  116 222.17   -.22   .102  -.045   .002
   45  117 232.01   -.38   .095  -.046   .004
   45  118 240.73   -.56   .083  -.036   .003
   45  119 250.65   -.83   .071  -.031   .001
   45  120 259.28  -1.29   .065  -.034   .005
   45  121 268.98  -1.94   .003  0.000   .000
   45  122 277.64  -2.55   .011   .009   .004
   46   38  11.51   -.88   .086  -.028  -.001
   46   39   3.02   -.95   .086  -.025  -.001
   46   40  -7.78  -1.10   .085  -.024  -.004
   46   41 -15.39  -1.34   .086  -.021  -.005
   46   42 -25.33  -1.68   .087  -.022  -.007
   46   43 -32.16  -2.11   .087  -.020  -.009
   46   44 -41.30  -2.66   .090  -.025  -.007
   46   45 -47.43  -3.31   .092  -.029  -.008
   46   46 -55.79  -4.02   .090  -.034  -.005
   46   47 -59.80  -4.21   .076  -.036   .002
   46   48 -66.04  -4.47   .049  -.029   .007
   46   49 -69.70  -5.09   .024  -.011   .004
   46   50 -75.94  -6.16   .006  0.000   .000
   46   51 -77.33  -5.26   .023   .014   .001
   46   52 -81.08  -4.61   .039   .016  -.003
   46   53 -82.03  -3.97   .050  0.000  -.011
   46   54 -85.01  -3.29   .061   .003  -.006
   46   55 -85.24  -2.60   .065  -.004  -.002
   46   56 -87.64  -2.03   .076  -.010  -.008
   46   57 -87.41  -1.52   .084  -.015  -.011
   46   58 -89.25  -1.04   .088  -.022  -.008
   46   59 -88.51   -.61   .090  -.025  -.006
   46   60 -89.77   -.19   .092  -.031  -.003
   46   61 -88.49    .20   .096  -.036  -.002
   46   62 -89.29    .49   .096  -.035  -.003
   46   63 -87.63    .71   .095  -.034  -.004
   46   64 -88.01    .86   .094  -.033  -.005
   46   65 -86.14    .77   .164   .002  -.004
   46   66 -86.24    .65   .164  -.009  -.001
   46   67 -84.01    .43   .169  -.018  -.007
   46   68 -83.67    .23   .168  -.027  -.010
   46   69 -80.99   0.00   .158  -.028  -.014
   46   70 -80.25   -.30   .150  -.029  -.007
   46   71 -77.30   -.71   .142  -.037  -.004
   46   72 -76.30  -1.22   .132  -.042  -.004
   46   73 -73.08  -1.80   .122  -.049   .003
   46   74 -71.71  -2.40   .102  -.046   .002
   46   75 -68.26  -3.15   .101  -.047   .003
   46   76 -66.32  -3.60  -.133  -.013   .019
   46   77 -62.01  -3.91  -.118  -.022   .020
   46   78 -59.61  -4.31   .065  -.039   .010
   46   79 -55.20  -4.89  -.074  -.026   .007
   46   80 -52.78  -5.67   .030  -.019   .005
   46   81 -48.50  -6.73   .015  -.008   .000
   46   82 -46.12  -7.94   .004  0.000   .000
   46   83 -39.37  -6.88   .014   .009  0.000
   46   84 -34.45  -5.92   .026   .015   .001
   46   85 -27.58  -5.08   .037   .020  -.002
   46   86 -22.41  -4.22   .045   .015  -.006
   46   87 -15.27  -3.42   .052   .013  -.006
   46   88  -9.77  -2.57   .055   .006  -.005
   46   89  -2.48  -1.93   .065   .005  -.010
   46   90   3.27  -1.14   .065  -.001  -.008
   46   91  10.78   -.59   .075  -.003  -.012
   46   92  16.71    .06   .076  -.007  -.010
   46   93  24.44    .55   .082  -.012  -.011
   46   94  30.49   1.03   .084  -.016  -.010
   46   95  38.35   1.37   .128   .039  -.009
   46   96  44.28   1.43   .135   .039  -.011
   46   97  52.09   1.46   .141   .039  -.013
   46   98  58.21   1.43   .147   .040  -.012
   46   99  66.18   1.37   .151   .035  -.016
   46  100  72.51   1.28   .156   .030  -.019
   46  101  80.71   1.20   .158   .023  -.021
   46  102  87.32   1.12   .161   .016  -.023
   46  103  95.76   1.06   .163   .009  -.026
   46  104 102.65   1.01   .160   .001  -.021
   46  105 111.33    .95   .159  -.006  -.019
   46  106 118.44    .89   .157  -.015  -.015
   46  107 127.35    .83   .153  -.024  -.013
   46  108 134.61    .68   .158  -.029  -.018
   46  109 143.73    .62   .150  -.040  -.007
   46  110 151.25    .50   .151  -.045  -.007
   46  111 160.59    .46   .144  -.052   .000
   46  112 168.29    .30   .137  -.051  -.001
   46  113 177.75    .17   .128  -.052   .001
   46  114 185.51   -.13   .120  -.050   .002
   46  115 195.05   -.37   .105  -.050   .006
   46  116 202.92   -.77   .104  -.051   .006
   46  117 212.62  -1.03   .095  -.046   .004
   46  118 220.87  -1.25  -.119  -.008   .013
   46  119 230.75  -1.52  -.116  -.017   .017
   46  120 239.07  -1.87   .067  -.038   .007
   46  121 248.80  -2.46   .003  0.000   .000
   46  122 257.05  -3.06   .010   .010   .001
   46  123 266.81  -3.79   .017   .008  -.003
   46  124 275.17  -4.46   .021  0.000  -.004
   47   39  14.04  -1.63   .058  -.017  -.001
   47   40   3.09  -1.75   .043   .002  -.001
   47   41  -5.27  -1.95   .054  -.009  -.007
   47   42 -15.28  -2.20   .064  -.015  -.004
   47   43 -22.80  -2.54   .069  -.023  -.004
   47   44 -32.00  -2.98   .073  -.029  0.000
   47   45 -38.82  -3.56   .076  -.035  0.000
   47   46 -47.33  -4.27   .075  -.035   .002
   47   47 -53.20  -5.07   .073  -.040   .005
   47   48 -59.89  -5.31   .048  -.028   .005
   47   49 -64.29  -5.94   .024  -.012   .003
   47   50 -70.63  -6.96   .006  0.000   .000
   47   51 -72.76  -6.07   .022   .013   .001
   47   52 -76.59  -5.36   .037   .010  -.005
   47   53 -78.24  -4.70   .045  -.001  -.007
   47   54 -81.32  -3.97   .053  -.008  -.005
   47   55 -82.18  -3.20   .058  -.012  -.003
   47   56 -84.58  -2.49   .064  -.018  -.002
   47   57 -84.92  -1.84   .068  -.023  -.001
   47   58 -86.78  -1.27   .072  -.028   .000
   47   59 -86.65   -.77   .071  -.027   .001
   47   60 -88.07   -.37   .075  -.032   .002
   47   61 -87.52   -.04   .075  -.032   .003
   47   62 -88.41    .29   .075  -.031   .002
   47   63 -87.40    .53   .074  -.029   .001
   47   64 -87.88    .69   .074  -.029   .000
   47   65 -86.50    .77   .076  -.035   .003
   47   66 -86.61    .76   .166  -.006  -.004
   47   67 -84.96    .61   .169  -.018  -.007
   47   68 -84.69    .44   .168  -.027  -.007
   47   69 -82.64    .21   .156  -.025  -.008
   47   70 -82.02   -.10   .144  -.025  -.008
   47   71 -79.67   -.49   .132  -.031   .000
   47   72 -78.78  -1.00   .128  -.037  -.003
   47   73 -76.12  -1.53   .112  -.038   .000
   47   74 -74.97  -2.24  -.116  -.022   .018
   47   75 -72.26  -3.14  -.127  -.016   .020
   47   76 -70.85  -4.02   .081  -.041   .007
   47   77 -67.77  -4.96  -.118  -.027   .015
   47   78 -65.47  -5.37  -.100  -.022   .017
   47   79 -61.60  -5.90  -.076  -.030   .007
   47   80 -59.24  -6.65   .030  -.018   .004
   47   81 -55.52  -7.71   .015  -.008   .000
   47   82 -53.22  -8.91   .004  0.000   .000
   47   83 -47.04  -7.85   .014   .010  0.000
   47   84 -42.20  -6.88   .026   .015   .001
   47   85 -35.84  -5.99   .034   .012  -.004
   47   86 -30.72  -5.09   .043   .006  -.010
   47   87 -24.01  -4.19   .046   .003  -.007
   47   88 -18.53  -3.27   .048  -.002  -.004
   47   89 -11.61  -2.47   .055  -.006  -.006
   47   90  -5.90  -1.64   .056  -.010  -.004
   47   91   1.20   -.97   .065  -.013  -.007
   47   92   7.11   -.27   .067  -.017  -.005
   47   93  14.49    .39   .069  -.021  -.004
   47   94  20.60   1.00   .071  -.025  -.002
   47   95  28.04   1.44   .128   .043  -.004
   47   96  33.93   1.52   .136   .043  -.008
   47   97  41.24   1.57   .142   .043  -.008
   47   98  47.30   1.54   .147   .041  -.010
   47   99  54.79   1.50   .150   .035  -.013
   47  100  61.08   1.44   .153   .029  -.017
   47  101  68.74   1.31   .158   .023  -.021
   47  102  75.28   1.22   .160   .015  -.023
   47  103  83.34   1.26   .155   .007  -.016
   47  104  90.04   1.09   .160   .001  -.021
   47  105  98.26   1.03   .159  -.006  -.019
   47  106 105.35   1.01   .156  -.015  -.014
   47  107 113.81    .97   .154  -.023  -.010
   47  108 121.02    .83   .158  -.029  -.018
   47  109 129.69    .78   .155  -.038  -.013
   47  110 137.18    .69   .148  -.045  -.005
   47  111 146.06    .64   .145  -.050   .000
   47  112 153.71    .49   .137  -.051   .000
   47  113 162.71    .35   .125  -.046   .000
   47  114 170.42    .05   .117  -.047   .002
   47  115 179.35   -.36  -.111  -.013   .020
   47  116 187.14   -.80  -.112  -.015   .019
   47  117 196.21  -1.26  -.111  -.016   .018
   47  118 204.10  -1.79  -.116  -.011   .014
   47  119 213.28  -2.32  -.114  -.020   .017
   47  120 221.56  -2.67  -.105  -.025   .011
   47  121 230.98  -3.15   .003  0.000   .000
   47  122 239.18  -3.74   .010   .010   .001
   47  123 248.53  -4.47   .017   .008  -.003
   47  124 256.85  -5.14   .021  0.000  -.004
   47  125 266.45  -5.78   .018  -.009  0.000
   47  126 275.07  -6.33   .010  -.005   .003
   47  127 284.79  -7.02   .002  0.000   .000
   48   41   3.33  -2.81   .037  -.008  -.003
   48   42  -7.35  -2.93   .042  -.014  -.003
   48   43 -14.91  -3.15   .046  -.021   .000
   48   44 -24.79  -3.50   .047  -.022   .000
   48   45 -31.67  -3.97   .050  -.030   .007
   48   46 -40.86  -4.58   .049  -.029   .007
   48   47 -47.16  -5.36   .049  -.028   .006
   48   48 -55.75  -6.28   .046  -.025   .004
   48   49 -60.32  -6.92   .024  -.012   .004
   48   50 -67.40  -7.94   .006  0.000   .000
   48   51 -69.63  -7.00   .021   .009  0.000
   48   52 -74.12  -6.22   .036  0.000  -.006
   48   53 -75.81  -5.45   .041  -.001  -.011
   48   54 -79.61  -4.73   .042  -.018   .000
   48   55 -80.52  -3.88   .045  -.019   .004
   48   56 -83.54  -3.08   .046  -.019   .001
   48   57 -83.94  -2.38   .042  -.011  -.002
   48   58 -86.47  -1.76   .042  -.012  -.003
   48   59 -86.43  -1.22   .046  -.019   .000
   48   60 -88.51   -.80   .047  -.021  0.000
   48   61 -88.07   -.47   .047  -.021   .000
   48   62 -89.67   -.18   .050  -.030   .007
   48   63 -88.74    .09   .049  -.029   .006
   48   64 -89.79    .36   .048  -.028   .007
   48   65 -88.46    .49   .049  -.028   .006
   48   66 -89.17    .52   .046  -.021   .001
   48   67 -87.53    .47   .045  -.021   .000
   48   68 -87.88    .32   .046  -.022   .000
   48   69 -85.94    .08   .050  -.019   .002
   48   70 -85.97   -.25   .050  -.018   .000
   48   71 -83.71   -.64   .050  -.018   .000
   48   72 -83.42  -1.12   .052  -.022   .001
   48   73 -80.94  -1.74   .054  -.026   .003
   48   74 -80.37  -2.42   .056  -.030   .006
   48   75 -77.61  -3.19   .055  -.031   .006
   48   76 -76.80  -4.06  -.087  -.024   .011
   48   77 -73.85  -5.04  -.089  -.029   .009
   48   78 -72.80  -6.11  -.089  -.029   .009
   48   79 -69.40  -7.04  -.076  -.029   .007
   48   80 -67.59  -7.76   .031  -.021   .008
   48   81 -63.95  -8.82   .015  -.008   .000
   48   82 -62.25 -10.04   .004  0.000   .000
   48   83 -56.09  -8.94   .013   .006  -.001
   48   84 -51.78  -7.93   .023   .008  -.002
   48   85 -45.41  -6.97   .029   .004  -.004
   48   86 -40.85  -6.07   .036  -.001  -.007
   48   87 -34.15  -5.11   .035  -.010  -.004
   48   88 -29.17  -4.14   .041  -.011  -.001
   48   89 -22.15  -3.18   .042  -.015  -.001
   48   90 -16.87  -2.25   .045  -.020   .001
   48   91  -9.70  -1.44   .050  -.018   .000
   48   92  -4.25   -.66   .049  -.018   .000
   48   93   3.14    .07   .050  -.018  0.000
   48   94   8.82    .75   .049  -.019   .000
   48   95  16.37   1.36   .049  -.019   .000
   48   96  21.88   1.58   .135   .043  -.006
   48   97  29.13   1.62   .142   .042  -.009
   48   98  34.72   1.63   .147   .041  -.010
   48   99  42.18   1.61   .150   .035  -.012
   48  100  47.99   1.55   .152   .029  -.015
   48  101  55.62   1.45   .158   .023  -.021
   48  102  61.65   1.36   .160   .016  -.023
   48  103  69.63   1.35   .156   .008  -.017
   48  104  75.91   1.24   .157  0.000  -.016
   48  105  83.99   1.10   .159  -.006  -.019
   48  106  90.63   1.10   .155  -.015  -.013
   48  107  99.04   1.05   .154  -.023  -.010
   48  108 105.81    .94   .158  -.029  -.016
   48  109 114.46    .91   .151  -.037  -.007
   48  110 121.53    .86   .147  -.045  -.004
   48  111 130.36    .80   .146  -.052  -.001
   48  112 137.57    .66   .133  -.046   .000
   48  113 146.52    .52   .125  -.046   .000
   48  114 153.81    .24   .116  -.046   .003
   48  115 162.43   -.44  -.096  -.025   .014
   48  116 169.65  -1.00  -.085  -.032   .011
   48  117 178.70  -1.45  -.083  -.031   .008
   48  118 186.22  -1.91  -.083  -.032   .006
   48  119 195.40  -2.42  -.082  -.029   .005
   48  120 202.93  -3.08   .014  -.010   .004
   48  121 211.86  -4.01   .003  0.000   .000
   48  122 219.65  -4.60   .010   .010   .002
   48  123 229.00  -5.30   .017   .008  -.003
   48  124 236.89  -5.98   .021  0.000  -.005
   48  125 246.47  -6.62   .018  -.009  0.000
   48  126 254.68  -7.16   .010  -.005   .000
   48  127 264.37  -7.86   .002  0.000   .000
   49   42   3.46  -3.83   .025  -.012   .002
   49   43  -4.75  -3.94   .024  -.012   .001
   49   44 -14.71  -4.21   .024  -.012   .003
   49   45 -22.32  -4.65   .024  -.012   .003
   49   46 -31.64  -5.24   .024  -.012   .002
   49   47 -38.67  -6.01   .024  -.012   .003
   49   48 -47.42  -6.94   .024  -.012   .004
   49   49 -53.62  -8.02   .024  -.012   .004
   49   50 -61.15  -9.04   .006  0.000   .000
   49   51 -64.05  -8.05   .021  0.000  -.003
   49   52 -68.50  -7.08   .022  -.010   .000
   49   53 -70.78  -6.20   .025  -.012  0.000
   49   54 -74.68  -5.44   .025  -.012  0.000
   49   55 -76.46  -4.76   .024  -.012   .004
   49   56 -79.65  -4.00   .006  0.000   .000
   49   57 -80.69  -3.24   .020  0.000  -.004
   49   58 -83.26  -2.54   .021  0.000  -.005
   49   59 -83.83  -1.94   .025  -.010   .003
   49   60 -85.94  -1.43   .026  -.011  0.000
   49   61 -86.13  -1.05   .026  -.011   .001
   49   62 -87.88   -.78   .025  -.010   .002
   49   63 -87.71   -.61   .025  -.011   .002
   49   64 -88.98   -.46   .024  -.010   .002
   49   65 -88.30   -.33   .021  -.008   .001
   49   66 -89.10   -.26   .021  0.000  -.003
   49   67 -88.06   -.29   .025  -.013  0.000
   49   68 -88.51   -.41   .025  -.012   .001
   49   69 -87.13   -.60   .025  -.012   .001
   49   70 -87.22   -.87   .025  -.013   .000
   49   71 -85.57  -1.26   .025  -.013   .000
   49   72 -85.36  -1.72   .025  -.012   .001
   49   73 -83.43  -2.29   .025  -.012  0.000
   49   74 -82.95  -2.95   .025  -.013   .000
   49   75 -80.79  -3.72   .025  -.013   .000
   49   76 -80.06  -4.58   .025  -.013  0.000
   49   77 -77.67  -5.53   .025  -.013  0.000
   49   78 -76.68  -6.57   .025  -.013   .000
   49   79 -74.07  -7.70   .025  -.012  0.000
   49   80 -72.85  -8.92   .025  -.012   .001
   49   81 -69.86 -10.06   .015  -.008   .004
   49   82 -68.26 -11.29   .004  0.000   .000
   49   83 -62.63 -10.16   .011   .006  -.001
   49   84 -58.35  -9.10   .021  0.000  -.003
   49   85 -52.40  -8.00   .020  -.003  -.002
   49   86 -47.82  -7.00   .025  -.011   .001
   49   87 -41.66  -6.04   .025  -.012   .001
   49   88 -36.80  -5.11   .024  -.012   .003
   49   89 -30.30  -4.12   .017  -.008   .001
   49   90 -25.06  -3.17   .004  0.000   .000
   49   91 -18.29  -2.23   .021  0.000  -.002
   49   92 -12.83  -1.37   .021  0.000  -.002
   49   93  -5.87   -.55   .027  -.010   .000
   49   94   -.25    .16   .027  -.010   .000
   49   95   6.87    .84   .024  -.016   .004
   49   96  12.72   1.48   .026  -.010   .000
   49   97  19.61   1.66   .141   .041  -.008
   49   98  25.15   1.69   .148   .041  -.010
   49   99  32.13   1.68   .150   .035  -.011
   49  100  37.90   1.66   .152   .028  -.013
   49  101  45.08   1.59   .159   .023  -.021
   49  102  51.06   1.50   .160   .016  -.023
   49  103  58.51   1.45   .158   .008  -.019
   49  104  64.77   1.38   .157  0.000  -.016
   49  105  72.38   1.25   .158  -.007  -.018
   49  106  78.93   1.21   .155  -.015  -.013
   49  107  86.75   1.04   .160  -.022  -.021
   49  108  93.54   1.01   .158  -.029  -.017
   49  109 101.72    .98   .155  -.037  -.013
   49  110 108.77    .96   .149  -.045  -.005
   49  111 117.17    .93   .143  -.047  -.003
   49  112 124.38    .84   .134  -.046   .000
   49  113 132.87    .68   .125  -.044  0.000
   49  114 140.18    .48   .117  -.046   .001
   49  115 148.42   -.14   .025  -.012   .000
   49  116 155.44   -.85   .025  -.012   .001
   49  117 163.76  -1.59   .025  -.012   .001
   49  118 170.79  -2.50   .029  -.018   .006
   49  119 179.24  -3.30   .022  -.013   .004
   49  120 186.59  -4.10   .014  -.011   .004
   49  121 195.09  -5.03   .003  0.000   .000
   49  122 202.85  -5.61   .010   .008   .000
   49  123 211.84  -6.25   .015  0.000  -.003
   49  124 219.65  -6.97   .021  0.000  -.003
   49  125 228.81  -7.61   .018  -.009  0.000
   49  126 236.98  -8.15   .010  -.005   .000
   49  127 246.26  -8.84   .002  0.000   .000
   50   43   3.87  -4.99   .006  0.000   .000
   50   44  -6.86  -5.26   .006  0.000   .000
   50   45 -14.61  -5.69   .006  0.000   .000
   50   46 -24.70  -6.30   .006  0.000   .000
   50   47 -31.85  -7.03   .006  0.000   .000
   50   48 -41.34  -7.95   .006  0.000   .000
   50   49 -47.98  -9.03   .006  0.000   .000
   50   50 -56.89 -10.25   .006  0.000   .000
   50   51 -59.78  -9.11   .006  0.000   .000
   50   52 -64.88  -8.07   .006  0.000   .000
   50   53 -67.28  -7.18   .006  0.000   .000
   50   54 -71.86  -6.38   .006  0.000   .000
   50   55 -73.80  -5.73   .006  0.000   .000
   50   56 -77.87  -5.15   .006  0.000   .000
   50   57 -78.91  -4.27   .006  0.000   .000
   50   58 -82.12  -3.51   .006  0.000   .000
